"Study","Disorder","Analysis","Fold","Repeat","Balanced Accuracy","group_var"
"UCLA_CNP","BP","Univariate_Combo",2,6,57.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,7,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,8,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,9,91.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",2,10,67.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,1,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,2,85.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,3,81.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,4,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,5,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,6,61.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,7,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,8,81.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,9,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",3,10,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,1,81.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,2,90,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,3,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,4,75.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,5,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,6,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,7,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,8,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,9,75.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",4,10,49.2,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,1,57.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,2,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,3,71.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,4,51.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,5,63.3,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,6,43.3,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,7,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,8,65.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,9,51.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",5,10,57.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,1,54.2,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,2,95.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,3,70.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,4,58.3,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,5,79.2,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,6,70.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,7,95.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,8,54.2,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,9,54.2,"Combo"
"UCLA_CNP","BP","Univariate_Combo",6,10,91.7,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,1,60.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,2,65.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,3,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,4,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,5,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,6,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,7,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,8,50.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,9,70.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",7,10,70.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,1,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,2,56.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,3,51.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,4,60.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,5,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,6,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,7,70.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,8,70.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,9,90,"Combo"
"UCLA_CNP","BP","Univariate_Combo",8,10,80.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,1,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,2,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,3,75.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,4,51.8,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,5,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,6,85.5,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,7,66.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,8,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,9,66.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",9,10,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,1,66.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,2,66.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,3,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,4,46.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,5,46.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,6,80,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,7,66.4,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,8,80.9,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,9,70,"Combo"
"UCLA_CNP","BP","Univariate_Combo",10,10,80.9,"Combo"
"UCLA_CNP","BP","catch25_feature",1,1,55.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",1,2,51.7,"rs_range"
"UCLA_CNP","BP","catch25_feature",1,3,47.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",1,4,57.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",1,5,49.2,"transition_variance"
"UCLA_CNP","BP","catch25_feature",1,6,36.7,"DFA"
"UCLA_CNP","BP","catch25_feature",1,7,57.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",1,8,49.2,"periodicity"
"UCLA_CNP","BP","catch25_feature",1,9,45,"DFA"
"UCLA_CNP","BP","catch25_feature",1,10,39.2,"DFA AMI_timescale"
"UCLA_CNP","BP","catch25_feature",2,1,53.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,2,30.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,3,35,"DFA"
"UCLA_CNP","BP","catch25_feature",2,4,61.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,5,49.2,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,6,67.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,7,69.2,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",2,8,55,"entropy_pairs"
"UCLA_CNP","BP","catch25_feature",2,9,53.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",2,10,35,"rs_range"
"UCLA_CNP","BP","catch25_feature",3,1,71.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",3,2,63.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",3,3,52.5,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",3,4,49.2,"periodicity"
"UCLA_CNP","BP","catch25_feature",3,5,43.3,"DFA"
"UCLA_CNP","BP","catch25_feature",3,6,47.5,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",3,7,43.3,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",3,8,45.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",3,9,57.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",3,10,77.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",4,1,53.3,"DFA"
"UCLA_CNP","BP","catch25_feature",4,2,39.2,"high_fluctuation"
"UCLA_CNP","BP","catch25_feature",4,3,81.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",4,4,70,"periodicity"
"UCLA_CNP","BP","catch25_feature",4,5,57.5,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",4,6,45,"DFA"
"UCLA_CNP","BP","catch25_feature",4,7,53.3,"rs_range"
"UCLA_CNP","BP","catch25_feature",4,8,77.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",4,9,40.8,"DFA"
"UCLA_CNP","BP","catch25_feature",4,10,53.3,"high_fluctuation"
"UCLA_CNP","BP","catch25_feature",5,1,65.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",5,2,57.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",5,3,39.2,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",5,4,53.3,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",5,5,43.3,"DFA"
"UCLA_CNP","BP","catch25_feature",5,6,53.3,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",5,7,25,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",5,8,49.2,"periodicity"
"UCLA_CNP","BP","catch25_feature",5,9,67.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",5,10,41.7,"rs_range"
"UCLA_CNP","BP","catch25_feature",6,1,41.7,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",6,2,41.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",6,3,37.5,"DFA"
"UCLA_CNP","BP","catch25_feature",6,4,66.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",6,5,41.7,"rs_range"
"UCLA_CNP","BP","catch25_feature",6,6,54.2,"periodicity"
"UCLA_CNP","BP","catch25_feature",6,7,58.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",6,8,87.5,"periodicity"
"UCLA_CNP","BP","catch25_feature",6,9,39.6,"periodicity rs_range"
"UCLA_CNP","BP","catch25_feature",6,10,66.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,1,38.2,"rs_range"
"UCLA_CNP","BP","catch25_feature",7,2,70.9,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",7,3,36.4,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",7,4,51.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,5,50.9,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",7,6,46.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,7,80.9,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,8,52.7,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,9,67.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",7,10,57.3,"fALFF"
"UCLA_CNP","BP","catch25_feature",8,1,37.3,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",8,2,61.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",8,3,46.4,"high_fluctuation"
"UCLA_CNP","BP","catch25_feature",8,4,42.7,"DFA"
"UCLA_CNP","BP","catch25_feature",8,5,47.3,"rs_range"
"UCLA_CNP","BP","catch25_feature",8,6,56.4,"DFA"
"UCLA_CNP","BP","catch25_feature",8,7,49.1,"DFA AMI_timescale"
"UCLA_CNP","BP","catch25_feature",8,8,22.7,"rs_range"
"UCLA_CNP","BP","catch25_feature",8,9,50.9,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",8,10,47.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,1,50.9,"DFA"
"UCLA_CNP","BP","catch25_feature",9,2,66.4,"stretch_decreasing"
"UCLA_CNP","BP","catch25_feature",9,3,41.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,4,32.7,"DFA"
"UCLA_CNP","BP","catch25_feature",9,5,56.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,6,47.3,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,7,46.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,8,41.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",9,9,66.4,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",9,10,60.9,"periodicity"
"UCLA_CNP","BP","catch25_feature",10,1,41.8,"DFA"
"UCLA_CNP","BP","catch25_feature",10,2,41.8,"periodicity"
"UCLA_CNP","BP","catch25_feature",10,3,66.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",10,4,46.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",10,5,41.8,"rs_range"
"UCLA_CNP","BP","catch25_feature",10,6,65.5,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",10,7,47.3,"embedding_dist"
"UCLA_CNP","BP","catch25_feature",10,8,51.8,"AMI_timescale"
"UCLA_CNP","BP","catch25_feature",10,9,56.4,"periodicity"
"UCLA_CNP","BP","catch25_feature",10,10,80,"periodicity"
"UCLA_CNP","SCZ","Brain_Region",1,1,55,"ctx-rh-isthmuscingulate"
"UCLA_CNP","SCZ","Brain_Region",1,2,67.5,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",1,3,59.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",1,4,73.3,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",1,5,53.3,"ctx-rh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",1,6,77.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",1,7,73.3,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",1,8,56.7,"ctx-rh-superiorfrontal"
"UCLA_CNP","SCZ","Brain_Region",1,9,75.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",1,10,73.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",2,1,67.5,"ctx-rh-cuneus"
"UCLA_CNP","SCZ","Brain_Region",2,2,49.2,"ctx-rh-cuneus"
"UCLA_CNP","SCZ","Brain_Region",2,3,67.5,"Right-Amygdala"
"UCLA_CNP","SCZ","Brain_Region",2,4,59.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",2,5,28.3,"ctx-rh-isthmuscingulate"
"UCLA_CNP","SCZ","Brain_Region",2,6,71.7,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",2,7,57.5,"Right-Amygdala"
"UCLA_CNP","SCZ","Brain_Region",2,8,47.5,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",2,9,85.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",2,10,65,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,1,59.6,"ctx-lh-pericalcarine ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",3,2,100,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,3,87.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,4,53.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,5,53.3,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",3,6,57.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,7,57.5,"ctx-rh-postcentral"
"UCLA_CNP","SCZ","Brain_Region",3,8,87.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",3,9,46.2,"ctx-rh-isthmuscingulate Right-Amygdala"
"UCLA_CNP","SCZ","Brain_Region",3,10,77.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",4,1,73.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",4,2,81.7,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",4,3,69.2,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",4,4,75,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",4,5,43.3,"ctx-lh-insula"
"UCLA_CNP","SCZ","Brain_Region",4,6,65,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",4,7,73.3,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",4,8,57.5,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",4,9,69.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",4,10,45,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",5,1,75,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,2,70.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,3,91.7,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,4,54.2,"ctx-rh-lingual"
"UCLA_CNP","SCZ","Brain_Region",5,5,79.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,6,45.8,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",5,7,58.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,8,79.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,9,66.7,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",5,10,83.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",6,1,41.7,"ctx-rh-cuneus"
"UCLA_CNP","SCZ","Brain_Region",6,2,45.8,"ctx-rh-lingual"
"UCLA_CNP","SCZ","Brain_Region",6,3,62.5,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",6,4,75,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",6,5,75,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",6,6,62.5,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",6,7,79.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",6,8,75,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",6,9,62.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",6,10,70.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,1,71.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,2,51.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,3,66.4,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",7,4,66.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,5,81.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,6,81.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,7,77.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,8,61.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",7,9,37.3,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",7,10,51.8,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",8,1,81.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,2,90.9,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,3,70.9,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,4,56.4,"ctx-rh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,5,47.3,"ctx-rh-superiortemporal"
"UCLA_CNP","SCZ","Brain_Region",8,6,71.8,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Brain_Region",8,7,57.3,"ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",8,8,66.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,9,66.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",8,10,71.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,1,51.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,2,66.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,3,90.9,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,4,67.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,5,67.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,6,78.2,"ctx-lh-pericalcarine ctx-rh-lateraloccipital"
"UCLA_CNP","SCZ","Brain_Region",9,7,58.2,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,8,61.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",9,9,65.5,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",9,10,61.8,"ctx-rh-isthmuscingulate"
"UCLA_CNP","SCZ","Brain_Region",10,1,46.4,"ctx-lh-precuneus"
"UCLA_CNP","SCZ","Brain_Region",10,2,76.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,3,57.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,4,61.8,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,5,85.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,6,66.4,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,7,52.7,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,8,57.3,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,9,75.5,"ctx-lh-pericalcarine"
"UCLA_CNP","SCZ","Brain_Region",10,10,53.6,"ctx-lh-bankssts"
"UCLA_CNP","SCZ","Univariate_Combo",1,1,60,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,2,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,3,51.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,4,71.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,5,81.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,6,81.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,7,81.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,8,85.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,9,80,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",1,10,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,1,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,2,71.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,3,71.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,4,85.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,5,50,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,6,51.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,7,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,8,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,9,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",2,10,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,1,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,2,100,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,3,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,4,75.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,5,75.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,6,51.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,7,90,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,8,67.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,9,61.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",3,10,57.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,1,67.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,2,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,3,85.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,4,90,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,5,71.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,6,65.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,7,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,8,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,9,70,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",4,10,61.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,1,75,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,2,62.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,3,95.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,4,70.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,5,70.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,6,79.2,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,7,58.3,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,8,62.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,9,66.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",5,10,66.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,1,58.3,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,2,54.2,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,3,62.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,4,58.3,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,5,95.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,6,75,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,7,70.8,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,8,75,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,9,91.7,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",6,10,75,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,1,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,2,66.4,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,3,70.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,4,60,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,5,60,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,6,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,7,60.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,8,85.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,9,50.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",7,10,70.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,1,85.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,2,75.5,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,3,50.9,"Combo"
"UCLA_CNP","SCZ","Univariate_Combo",8,4,60.9,"Combo"
